Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Lawyers In Love,Jackson Browne,4:19,4,0.522,0.74,9,-6.496,1,0.0284,0.0286,0.00126,0.145,0.639,139.031,41,1983
(SHE’S) Sexy + 17,Stray Cats,3:14,4,0.525,0.931,9,-5.593,1,0.0583,0.00831,0,0.106,0.75,89.9,40,1983
Far From Over,Frank Stallone,3:58,4,0.403,0.962,0,-3.232,0,0.0924,0.000778,0,0.117,0.377,154.068,40,1983
Telefone (LONG Distance Love Affair),Sheena Easton,3:42,4,0.844,0.683,9,-4.292,1,0.0883,0.246,0.00000237,0.109,0.899,138.068,40,1983
Is There Something I Should Know?,Duran Duran,4:09,4,0.57,0.967,7,-4.956,1,0.076,0.0218,0.00000644,0.285,0.776,124.856,38,1983
King Of Pain,The Police,4:14,4,0.946,0.827,11,-8.271,0,0.0467,0.321,0.109,0.0569,0.982,120.054,37,1983
Don’t Let It End,Styx,3:40,4,0.578,0.703,9,-7.816,0,0.0291,0.207,0.0000814,0.109,0.969,175.327,26,1983
We’ve Got Tonight,Kenny Rogers and Sheena Easton,3:35,4,0.379,0.387,8,-9.283,1,0.0278,0.757,0,0.103,0.222,61.53,26,1983
It’s A Mistake,Men at Work,3:15,4,0.177,0.904,4,-7.145,1,0.0586,0.000331,0.473,0.359,0.526,158.717,21,1983
I’ll Tumble 4 Ya,Culture Club,2:34,4,0.823,0.597,1,-12.983,1,0.259,0.114,0,0.0785,0.681,112.893,0,1983
Cruel Summer,Bananarama,2:58,4,0.552,0.702,9,-5.707,1,0.157,0.117,0.0000206,0.105,0.564,169.994,93,1984
Girls Just Want To Have Fun,Cyndi Lauper,3:58,4,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,85,1984
Uptown Girl,Billy Joel,3:17,4,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,85,1984
Dancing In The Dark,Bruce Springsteen,4:01,4,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,84,1984
Time After Time,Cyndi Lauper,4:01,4,0.726,0.449,0,-9.206,1,0.0286,0.487,0.00000134,0.0824,0.294,130.388,83,1984
Borderline,Madonna,3:57,4,0.621,0.873,5,-3.067,0,0.0369,0.0406,0.0000091,0.0824,0.873,97.96,81,1984
Wake Me Up Before You Go-Go,Wham!,3:51,4,0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,81,1984
Drive,The Cars,3:52,4,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,80,1984
Magic,The Cars,2:17,4,0.911,0.689,1,-6.176,1,0.265,0.00119,0,0.0704,0.546,140.034,80,1984
Blue Jean,David Bowie,2:47,4,0.599,0.807,4,-4.679,1,0.0402,0.202,0,0.196,0.812,172.017,78,1984
Self Control,Laura Branigan,4:09,4,0.581,0.21,8,-10.426,1,0.0321,0.768,0,0.369,0.452,80.099,77,1984
Eyes Without A Face,Billy Idol,4:59,4,0.54,0.816,9,-6.197,1,0.0421,0.0177,0.00226,0.276,0.658,85.563,76,1984
Jump,Van Halen,3:38,4,0.811,0.823,4,-5.921,0,0.0423,0.0553,0.00000452,0.158,0.827,106.929,76,1984
Karma Chameleon,Culture Club,4:12,4,0.668,0.73,10,-7.182,1,0.0366,0.225,0,0.188,0.894,92.049,76,1984
99 Luftballons,Nena,3:51,4,0.636,0.467,4,-10.1,1,0.0421,0.0915,0.0000017,0.117,0.58,96.639,75,1984
Against All Odds (TAKE A Look At Me Now),Phil Collins,3:26,4,0.581,0.498,1,-6.9,1,0.0276,0.198,0,0.132,0.111,116.262,75,1984
I Just Called To Say I Love You,Stevie Wonder,4:22,4,0.748,0.551,1,-9.054,1,0.0239,0.243,0.00000157,0.0943,0.65,113.535,75,1984
Cover Me,Bruce Springsteen,4:53,3,0.549,0.44,7,-8.192,1,0.0264,0.232,0.00000737,0.107,0.214,128.01,74,1984
Purple Rain,Prince,3:27,4,0.391,0.583,7,-4.929,0,0.0899,0.288,0.00000398,0.277,0.277,170.109,73,1984
Break My Stride,Matthew Wilder,3:04,4,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,72,1984
Caribbean Queen (NO More Love On The Run),Billy Ocean,4:04,4,0.79,0.649,5,-7.507,1,0.0265,0.166,0.0000887,0.092,0.954,113.798,72,1984
Footloose,Kenny Loggins,3:40,4,0.546,0.895,9,-7.189,1,0.0579,0.0819,0.0000142,0.0768,0.494,174.089,72,1984
Hello,Lionel Richie,4:55,4,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,71,1984
Owner Of A Lonely Heart,Yes,4:28,4,0.744,0.798,7,-5.981,1,0.0364,0.176,0.0037,0.26,0.898,125.059,71,1984
Head Over Heels,The Go-Go’s,4:17,4,0.623,0.739,7,-8.116,1,0.0244,0.338,0.0000188,0.109,0.642,95.007,70,1984
Thriller,Michael Jackson,5:57,4,0.771,0.687,11,-9.814,1,0.0693,0.0318,0.000225,0.89,0.783,118.392,70,1984
Talking In Your Sleep,The Romantics,3:56,4,0.7,0.927,9,-4.981,0,0.0358,0.0013,0.00124,0.0445,0.972,129.778,69,1984
That’s All,Genesis,2:17,4,0.838,0.802,11,-3.639,0,0.0445,0.00592,0.00339,0.326,0.621,147.972,69,1984
Missing You,John Waite,4:29,4,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,68,1984
Round And Round,Ratt,4:25,4,0.628,0.934,11,-6.026,1,0.0527,0.00682,0.0000111,0.0853,0.491,126.539,68,1984
Stuck On You,Lionel Richie,3:25,3,0.599,0.463,7,-7.449,1,0.0472,0.162,0.0000664,0.141,0.141,158.053,68,1984
When Doves Cry,Prince,5:52,4,0.729,0.989,9,-4.613,0,0.049,0.0102,0.0000443,0.443,0.841,126.468,68,1984
Love Somebody,Rick Springfield,4:56,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,67,1984
Wrapped Around Your Finger,The Police,3:13,4,0.744,0.628,2,-5.435,1,0.0287,0.0493,0,0.317,0.539,119.966,67,1984
Got A Hold On Me,Christine McVie,2:49,4,0.469,0.584,1,-6.104,1,0.0832,0.785,0,0.811,0.649,151.394,66,1984
Doctor! Doctor!,Thompson Twins,3:19,4,0.402,0.643,5,-8.749,1,0.0317,0.24,0.0000391,0.118,0.525,150.086,65,1984
Ghostbusters,Ray Parker Jr.,4:05,4,0.788,0.846,4,-5.017,1,0.0372,0.0103,0.000281,0.26,0.738,115.636,65,1984
Here Comes The Rain Again,Eurythmics,4:54,4,0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,65,1984
Lights Out,Peter Wolf,2:37,4,0.628,0.889,11,-3.573,1,0.0983,0.0243,0.00106,0.0984,0.702,125.14,65,1984
Pink Houses,John Cougar Mellencamp,4:43,4,0.635,0.795,7,-5.313,1,0.0269,0.0514,0.0000031,0.0751,0.628,115.23,65,1984
The Longest Time,Billy Joel,3:37,4,0.637,0.333,3,-9.603,1,0.0262,0.181,0,0.147,0.588,84.347,65,1984
Hold Me Now,Thompson Twins,4:46,4,0.787,0.616,7,-9.811,1,0.0324,0.601,0.0000156,0.0978,0.858,108.347,64,1984
Say Say Say,Paul McCartney and Michael Jackson,3:55,4,0.822,0.686,10,-10.456,0,0.0472,0.115,0.000982,0.0463,0.828,117.743,64,1984
You Might Think,The Cars,3:04,4,0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887,64,1984
Legs,ZZ Top,4:33,4,0.61,0.946,4,-5.357,1,0.0378,0.00952,0.0705,0.36,0.763,125.398,63,1984
Let’s Hear It For The Boy,Deniece Williams,4:22,4,0.808,0.485,0,-8.829,1,0.056,0.0761,0.00414,0.0477,0.714,122.659,63,1984
The Warrior,Scandal featuring Patty Smyth,3:28,4,0.684,0.865,1,-3.979,0,0.432,0.502,0,0.143,0.48,120.094,63,1984
Love Is A Battlefield,Pat Benatar,4:05,4,0.669,0.634,2,-11.903,0,0.0488,0.0137,0.0178,0.0979,0.863,90.626,62,1984
Oh Sherrie,Steve Perry,3:49,4,0.333,0.695,5,-5.116,1,0.0465,0.372,0.00000713,0.107,0.317,203.753,62,1984
Sister Christian,Night Ranger,5:02,4,0.448,0.35,5,-16.239,1,0.0393,0.147,0.00000227,0.0842,0.234,177.279,62,1984
They Don’t Know,Tracey Ullman,4:34,4,0.699,0.388,6,-10.722,1,0.0531,0.589,0.00000198,0.0658,0.566,125.861,62,1984
Automatic,The Pointer Sisters,4:07,4,0.591,0.703,10,-6.211,1,0.0256,0.0435,0.00000234,0.145,0.402,95.993,59,1984
I Feel For You,Chaka Khan,5:43,4,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,59,1984
On The Dark Side,John Cafferty & The Beaver Brown Band,3:45,4,0.389,0.563,9,-21.191,1,0.0622,0.65,0.903,0.104,0.134,165.393,59,1984
All Night Long (ALL Night),Lionel Richie,4:20,4,0.744,0.583,1,-12.595,1,0.0429,0.153,0.0000781,0.0248,0.852,108.792,59,1984
Let The Music Play,Shannon,3:34,4,0.709,0.687,10,-10.462,0,0.0519,0.000893,0.000151,0.092,0.765,114.717,58,1984
Sunglasses At Night,Corey Hart,5:20,4,0.665,0.624,10,-11.106,0,0.049,0.505,0.0104,0.518,0.717,127.083,58,1984
The Reflex,Duran Duran,4:27,4,0.554,0.888,0,-6.664,1,0.087,0.107,0,0.291,0.82,126.701,58,1984
Hard Habit To Break,Chicago,4:43,4,0.584,0.612,2,-5.833,1,0.0283,0.448,0,0.171,0.402,81.182,56,1984
If This Is It,Huey Lewis and the News,3:53,3,0.349,0.667,7,-7.407,1,0.0329,0.208,0.0000015,0.317,0.84,147.414,56,1984
Jump (FOR My Love),The Pointer Sisters,4:27,4,0.842,0.697,10,-13.796,0,0.0654,0.161,0.000101,0.583,0.916,134.533,56,1984
I Can Dream About You,Dan Hartman,4:09,4,0.743,0.5,9,-14.105,1,0.0513,0.0515,0,0.0373,0.903,112.989,55,1984
Lucky Star,Madonna,5:37,4,0.803,0.814,4,-4.579,0,0.0381,0.198,0.0000115,0.223,0.933,117.08,55,1984
Somebody’s Watching Me,Rockwell,4:53,4,0.791,0.62,1,-6.204,0,0.0344,0.124,0.0000418,0.0548,0.843,123.933,55,1984
Sad Songs (SAY So Much),Elton John,4:55,4,0.761,0.742,0,-11.207,1,0.025,0.0898,0.000951,0.0512,0.94,107.395,54,1984
An Innocent Man,Billy Joel,5:18,4,0.509,0.382,0,-9.441,1,0.0351,0.0466,0,0.112,0.427,105.764,53,1984
I Want A New Drug,Huey Lewis and the News,3:31,4,0.672,0.898,2,-4.92,1,0.054,0.0786,0.0000064,0.389,0.779,110.289,53,1984
Infatuation,Rod Stewart,3:41,4,0.629,0.608,2,-7.247,0,0.077,0.0724,0,0.0874,0.419,103.022,53,1984
She Bop,Cyndi Lauper,3:49,4,0.583,0.891,9,-4.565,0,0.0345,0.00088,0.000163,0.103,0.814,136.794,53,1984
Some Guys Have All The Luck,Rod Stewart,4:34,4,0.751,0.617,2,-15.103,1,0.039,0.136,0.0000221,0.0504,0.907,126.3,53,1984
The Heart Of Rock & Roll,Huey Lewis and the News,5:04,4,0.594,0.757,10,-8.82,1,0.0379,0.0318,0.000106,0.222,0.956,143.297,52,1984
Adult Education,Daryl Hall & John Oates,5:23,4,0.66,0.749,9,-7.282,0,0.0372,0.0371,0.0000374,0.042,0.932,91.464,51,1984
Joanna,Kool & The Gang,3:58,4,0.853,0.618,10,-8.031,1,0.0296,0.238,0.0083,0.254,0.96,105.152,51,1984
New Moon On Monday,Duran Duran,4:16,4,0.536,0.869,7,-4.56,1,0.151,0.449,0.00000216,0.635,0.425,122.218,50,1984
Say It Isn’t So,Daryl Hall & John Oates,3:47,4,0.62,0.639,4,-12.478,1,0.0466,0.0263,0,0.255,0.702,124.046,50,1984
Think Of Laura,Christopher Cross,3:23,4,0.505,0.0357,1,-27.683,0,0.0305,0.823,0.00000112,0.134,0.184,172.064,50,1984
Union Of The Snake,Duran Duran,4:19,4,0.617,0.86,11,-4.548,0,0.0896,0.138,0.00000932,0.653,0.739,115.727,50,1984
Desert Moon,Dennis DeYoung,3:44,1,0.56,0.282,0,-13.241,1,0.0287,0.868,0.529,0.11,0.158,112.009,49,1984
Miss Me Blind,Culture Club,4:29,4,0.768,0.816,7,-6.66,0,0.0388,0.394,0,0.313,0.794,121.932,49,1984
The Glamorous Life,Sheila E.,9:03,4,0.759,0.675,3,-14.366,0,0.0422,0.0261,0.0341,0.431,0.866,127.522,49,1984
Nobody Told Me,John Lennon,3:34,4,0.712,0.936,2,-4.246,1,0.0364,0.177,0.000837,0.0443,0.917,118.425,48,1984
Church Of The Poison Mind,Culture Club,3:32,4,0.597,0.902,7,-4.246,0,0.0355,0.0899,0,0.65,0.96,130.674,47,1984
I Guess That’s Why They Call It The Blues,Elton John,4:30,4,0.268,0.724,6,-4.772,1,0.122,0.631,0.00000568,0.112,0.369,85.128,47,1984
If Ever You’re In My Arms Again,Peabo Bryson,3:59,4,0.62,0.499,1,-7.937,1,0.0232,0.766,0,0.186,0.387,95.914,46,1984
Better Be Good To Me,Tina Turner,2:56,4,0.418,0.419,0,-9.979,0,0.0559,0.758,0,0.0887,0.507,90.967,45,1984
Rock Me Tonite,Billy Squier,4:57,4,0.472,0.724,9,-5.061,0,0.0522,0.0987,0,0.239,0.673,127.36,45,1984
State Of Shock,The Jacksons featuring Mick Jagger,4:31,4,0.98,0.846,8,-7.696,0,0.139,0.283,0.149,0.052,0.891,121.562,42,1984
Undercover Of The Night,The Rolling Stones,4:33,4,0.603,0.973,5,-4.454,0,0.176,0.0272,0.00731,0.472,0.408,122.756,41,1984
Almost Paradise,Mike Reno and Ann Wilson,3:50,4,0.568,0.354,8,-10.641,1,0.0325,0.515,0.00000608,0.0795,0.0617,129.092,39,1984
I’ll Wait,Van Halen,3:18,4,0.506,0.838,0,-4.409,0,0.0357,0.00977,0,0.132,0.461,160.035,39,1984
Running With The Night,Lionel Richie,4:09,4,0.767,0.6,9,-9.865,0,0.0374,0.0709,0.0000225,0.39,0.734,120.191,39,1984
Breakdance,Irene Cara,3:11,4,0.96,0.552,7,-4.97,1,0.25,0.0242,0,0.0942,0.295,126.897,38,1984
I’m So Excited,The Pointer Sisters,5:43,4,0.608,0.691,5,-8.885,0,0.0356,0.0212,0.0726,0.0935,0.79,182.732,35,1984
Twist Of Fate,Olivia Newton-John,3:38,4,0.605,0.693,1,-8.84,0,0.0409,0.253,0.00025,0.103,0.579,164.343,35,1984
Breakin’… There’s No Stopping Us,Ollie & Jerry,4:36,4,0.742,0.801,1,-10.373,1,0.0531,0.0168,0.00482,0.0494,0.853,116.6,33,1984
The Language Of Love,Dan Fogelberg,2:48,4,0.674,0.914,6,-4.923,1,0.0353,0.187,0.839,0.283,0.446,120.041,31,1984
To All The Girls I’ve Loved Before,Julio Iglesias and Willie Nelson,3:44,4,0.533,0.304,5,-7.617,1,0.0364,0.856,0.00000738,0.0994,0.196,134.962,19,1984
What’s Love Got To Do With It,Tina Turner,3:50,4,0.855,0.482,1,-8.902,1,0.0576,0.252,0.000022,0.151,0.795,97.792,7,1984
Let’s Go Crazy,Prince and The Revolution,3:09,4,0.584,0.85,7,-4.196,1,0.0469,0.195,0,0.708,0.633,120.043,6,1984
I Still Can’t Get Over Loving You,Ray Parker Jr.,4:05,4,0.633,0.546,1,-12.346,1,0.0399,0.104,0.00000495,0.0765,0.476,83.709,4,1984
Take On Me,a-ha,3:45,4,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,88,1985
Everybody Wants To Rule The World,Tears for Fears,4:11,4,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,87,1985
Dancing In The Street,Mick Jagger & David Bowie,4:01,4,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,84,1985
Summer Of ’69,Bryan Adams,3:36,4,0.509,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.13,83,1985
Crazy For You,Madonna,3:13,4,0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,82,1985
Careless Whisper,Wham! featuring George Michael,5:00,4,0.574,0.628,2,-8.815,0,0.036,0.13,0,0.271,0.803,153.119,81,1985
I Want To Know What Love Is,Foreigner,5:04,4,0.477,0.471,6,-10.036,1,0.0277,0.193,0.00000176,0.131,0.423,81.204,80,1985
Smooth Operator,Sade,4:18,4,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,80,1985
Fresh,Kool & the Gang,3:30,4,0.33,0.483,9,-9.394,1,0.0399,0.624,0,0.111,0.34,87.115,79,1985
Walking On Sunshine,Katrina and the Waves,3:58,4,0.597,0.87,10,-11.97,1,0.0371,0.0119,0.166,0.0678,0.944,109.901,78,1985
The Boys Of Summer,Don Henley,4:48,4,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,77,1985
Born In The U.S.A.,Bruce Springsteen,4:38,4,0.398,0.952,4,-6.042,1,0.061,0.000373,0.0000775,0.1,0.584,122.093,76,1985
I’m On Fire,Bruce Springsteen,2:59,4,0.551,0.873,0,-5.157,0,0.218,0.0347,0.00000645,0.0997,0.583,119.988,76,1985
Suddenly,Billy Ocean,3:21,4,0.587,0.767,0,-5.713,1,0.0449,0.225,0,0.112,0.664,100.38,76,1985
You’re The Inspiration,Chicago,3:49,4,0.583,0.602,11,-6.364,1,0.0274,0.368,0,0.22,0.388,74.008,76,1985
Angel,Madonna,3:55,4,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,75,1985
Easy Lover,Philip Bailey and Phil Collins,5:05,4,0.74,0.923,1,-5.082,1,0.0369,0.105,0.000163,0.0825,0.93,128.871,75,1985
The Power Of Love,Huey Lewis and the News,3:54,4,0.768,0.828,5,-5.109,1,0.0313,0.0964,0.0000285,0.097,0.961,118.777,75,1985
We Built This City,Starship,4:56,4,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,75,1985
Invincible,Pat Benatar,2:07,4,0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,74,1985
Can’t Fight This Feeling,REO Speedwagon,4:54,4,0.408,0.48,9,-11.017,1,0.0266,0.155,0.0000182,0.0877,0.19,156.344,73,1985
Run To You,Bryan Adams,3:53,4,0.561,0.811,4,-6.157,1,0.0265,0.00515,0.0000366,0.287,0.635,126.59,73,1985
Shout,Tears for Fears,6:33,4,0.511,0.942,0,-10.407,1,0.0429,0.174,0.0000187,0.139,0.498,97.909,73,1985
Material Girl,Madonna,4:00,4,0.742,0.883,0,-3.419,1,0.0329,0.335,0.00000751,0.0964,0.978,136.506,72,1985
All I Need,Jack Wagner,3:48,4,0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,71,1985
Glory Days,Bruce Springsteen,4:14,4,0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,71,1985
One More Night,Phil Collins,3:39,4,0.718,0.82,5,-3.453,0,0.0323,0.0444,0,0.0846,0.613,92.998,71,1985
Heaven,Bryan Adams,2:59,4,0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,71,1985
Axel F,Harold Faltermeyer,2:51,4,0.842,0.927,2,-1.496,1,0.0439,0.288,0.653,0.0972,0.866,138.004,70,1985
Head Over Heels,Tears for Fears,4:17,4,0.623,0.739,7,-8.116,1,0.0244,0.338,0.0000188,0.109,0.642,95.007,70,1985
Part-Time Lover,Stevie Wonder,4:12,4,0.662,0.624,10,-13.606,0,0.0417,0.165,0,0.0674,0.961,174.513,70,1985
We Belong,Pat Benatar,3:21,4,0.833,0.467,0,-7.89,1,0.0619,0.0339,0,0.09,0.767,139.971,70,1985
Like A Virgin,Madonna,3:38,4,0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,70,1985
Missing You,Diana Ross,4:29,4,0.552,0.552,11,-9.736,0,0.0364,0.052,0,0.046,0.593,208.571,68,1985
Saving All My Love For You,Whitney Houston,3:58,3,0.636,0.264,6,-14.567,0,0.0263,0.593,0.0000422,0.275,0.264,99.304,68,1985
Everything She Wants,Wham!,5:02,4,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,67,1985
Loverboy,Billy Ocean,3:44,4,0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,67,1985
Sussudio,Phil Collins,4:23,4,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,67,1985
Freedom,Wham!,6:30,4,0.673,0.863,5,-10.352,1,0.0451,0.243,0.0000323,0.0601,0.938,91.703,66,1985
Money For Nothing,Dire Straits,8:26,4,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,65,1985
Out Of Touch,Daryl Hall & John Oates,4:09,4,0.806,0.649,9,-9.004,0,0.0347,0.0391,0.0000555,0.0557,0.897,114.834,65,1985
St. Elmo’s Fire (MAN In Motion),John Parr,4:11,4,0.612,0.6,9,-10.945,1,0.0327,0.15,0.00000304,0.222,0.471,111.203,65,1985
We Are The World,USA for Africa,4:23,4,0.422,0.538,5,-12.162,0,0.0617,0.0348,0.000126,0.094,0.272,154.045,65,1985
Would I Lie To You?,Eurythmics,4:39,4,0.547,0.538,11,-11.39,0,0.0567,0.473,0,0.0369,0.718,202.408,65,1985
A View To A Kill,Duran Duran,3:37,4,0.706,0.814,1,-5.405,1,0.0569,0.0159,0,0.262,0.778,125.472,64,1985
Raspberry Beret,Prince and The Revolution,3:35,4,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0684,0.91,120.75,64,1985
The Heat Is On,Glenn Frey,3:47,4,0.622,0.865,7,-6.369,1,0.0531,0.0167,0.0000234,0.0692,0.87,149.706,64,1985
We Don’t Need Another Hero,Tina Turner,4:15,4,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,63,1985
Cherish,Kool & the Gang,5:32,4,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,61,1985
What About Love,Heart,3:41,4,0.245,0.63,2,-7.065,0,0.038,0.29,0,0.323,0.3,160.652,61,1985
California Girls,David Lee Roth,2:40,4,0.503,0.62,11,-6.069,1,0.0295,0.471,0,0.159,0.713,116.598,60,1985
Sea Of Love,The Honeydrippers,2:19,4,0.585,0.0859,6,-11.478,0,0.0484,0.94,0,0.16,0.12,78.54,60,1985
Separate Lives,Phil Collins and Marilyn Martin,4:08,4,0.341,0.309,4,-9.166,1,0.0315,0.238,0.00000109,0.319,0.204,98.405,60,1985
Private Dancer,Tina Turner,7:14,4,0.587,0.572,2,-9.656,1,0.0412,0.363,0.0883,0.0914,0.472,115.464,59,1985
I Feel For You,Chaka Khan,5:43,4,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917,59,1985
Dare Me,The Pointer Sisters,2:49,4,0.729,0.801,4,-9.066,0,0.0405,0.25,0.857,0.143,0.147,122.023,58,1985
I Would Die 4 U,Prince,2:49,4,0.711,0.637,2,-14.258,1,0.0284,0.0352,0.000274,0.105,0.632,135.256,58,1985
In My House,Mary Jane Girls,2:48,4,0.687,0.571,11,-9.671,0,0.0619,0.0129,0,0.0816,0.0395,115.911,58,1985
Rhythm Of The Night,DeBarge,4:24,4,0.688,0.782,5,-12.291,0,0.034,0.000235,0.666,0.0955,0.77,127.822,58,1985
Voices Carry,‘Til Tuesday,4:23,4,0.583,0.574,0,-9.044,1,0.0239,0.0282,0.00000214,0.114,0.578,104.995,58,1985
If You Love Somebody Set Them Free,Sting,4:16,4,0.627,0.849,9,-10.61,0,0.0309,0.137,0,0.319,0.819,125.058,56,1985
The Wild Boys,Duran Duran,4:17,4,0.741,0.837,11,-7.622,0,0.0638,0.404,0,0.138,0.583,115.69,56,1985
All She Wants To Do Is Dance,Don Henley,4:29,4,0.702,0.558,7,-11.952,1,0.0288,0.0304,0,0.0528,0.903,114.932,55,1985
Obsession,Animotion,5:37,4,0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,55,1985
Things Can Only Get Better,Howard Jones,3:55,4,0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,55,1985
Cool It Now,New Edition,5:47,4,0.871,0.532,10,-13.335,0,0.0677,0.126,0.00819,0.321,0.74,116.574,54,1985
Nightshift,Commodores,2:47,4,0.864,0.703,6,-7.102,1,0.24,0.0724,0,0.107,0.496,149.956,54,1985
You Belong To The City,Glenn Frey,5:52,4,0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,54,1985
You Give Good Love,Whitney Houston,4:37,4,0.559,0.365,5,-13.654,1,0.0332,0.686,0,0.0771,0.534,74.802,54,1985
Oh Sheila,Ready for the World,4:00,4,0.798,0.577,0,-10.347,1,0.0777,0.0234,0.00112,0.0728,0.835,128.82,53,1985
Too Late For Goodbyes,Julian Lennon,3:34,4,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,52,1985
Lay Your Hands On Me,Thompson Twins,5:58,4,0.259,0.912,2,-5.665,1,0.0728,0.0268,0.00000198,0.241,0.283,99.738,51,1985
Lovin’ Every Minute Of It,Loverboy,3:33,4,0.524,0.69,9,-13.527,1,0.0416,0.211,0,0.243,0.846,173.274,51,1985
Neutron Dance,The Pointer Sisters,4:13,4,0.752,0.839,9,-6.879,1,0.0503,0.0236,0,0.263,0.864,104.794,51,1985
Never Surrender,Corey Hart,3:30,4,0.387,0.828,1,-3.955,0,0.0382,0.0439,0,0.301,0.306,161.922,51,1985
No More Lonely Nights,Paul McCartney,5:12,4,0.32,0.428,5,-14.262,1,0.0536,0.00349,0.000276,0.519,0.411,172.603,50,1985
The Search Is Over,Survivor,4:12,4,0.527,0.342,3,-12.272,1,0.0336,0.59,0,0.0803,0.148,124.209,50,1985
Dress You Up,Madonna,4:02,4,0.634,0.896,0,-3.073,0,0.0318,0.0298,0.00369,0.1,0.825,136.098,49,1985
One Night In Bangkok,Murray Head,3:55,4,0.947,0.457,2,-9.653,0,0.0686,0.134,0.000506,0.0643,0.888,108.675,48,1985
Fortress Around Your Heart,Sting,4:39,4,0.68,0.476,7,-15.447,1,0.0294,0.294,0.0000062,0.079,0.666,120.539,47,1985
Lonely Ol’ Night,John Cougar Mellencamp,3:45,4,0.634,0.886,9,-3.988,1,0.0329,0.00453,0.00892,0.0397,0.756,126.558,47,1985
Some Like It Hot,Power Station,5:05,4,0.732,0.893,2,-8.355,1,0.0487,0.0808,0.0000206,0.0783,0.654,125.491,47,1985
Lovergirl,Teena Marie,4:19,4,0.73,0.756,9,-7.509,0,0.0492,0.0469,0.00333,0.235,0.827,123.604,46,1985
Everytime You Go Away,Paul Young,5:22,4,0.453,0.234,7,-16.943,1,0.0342,0.577,0.00119,0.0431,0.197,146.831,45,1985
Freeway Of Love,Aretha Franklin,5:52,4,0.688,0.899,2,-6.328,1,0.0734,0.242,0.00000555,0.0223,0.833,126.509,45,1985
Smuggler’s Blues,Glenn Frey,3:50,4,0.638,0.72,5,-6.846,1,0.0275,0.29,0.000817,0.132,0.824,123.689,45,1985
Misled,Kool & the Gang,5:00,4,0.84,0.434,11,-15.358,1,0.0491,0.00677,0.00819,0.0477,0.962,122.51,44,1985
